"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"","","plant-game","0","280","1997723","0-0","","200","160","2","WHEAT CROP","Right","200","120","8","THISTLE WEED","experimental","127","1,2,3,4,5,6,7,8","120,127.43206759749447,155.77935827627329,182.551864891871,191.04880493215506,214.22490894329113,242.8431750564128,247.47878959940266","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","160,229.6871491646974,140,174.0217132648163,179.1430725534732,185.62363176436304,207.81333016584034,223.1072621734539","2,1,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,0,1,1,0,0","702,770,1626,1678,561,69,330,146","7.432067597494459,28.347290678778826,26.772506615597713,8.496940040284072,23.17610401113606,28.618266113121688,4.635614542989842,13.849372984465587","69.68714916469739,53.26831214380202,34.0217132648163,5.121359288656885,6.480559210889856,22.1896984014773,15.293932007613575,6.159124956537873","0","0"
"208","86","text","0","281","1998031","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","282","2007456","0-0","","200","190","2","CORN CROP","Right","200","160","8","THISTLE WEED","experimental","128","1,2,3,4,5,6,7,8","160,159.24447200379012,162.78656630640896,158.77827999715674,205.153026196185,225.1888046649202,217.11029154417122,262.85288115902904","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,203.00895803889873,140,120.26330509075957,143.17808818440736,177.46888929161594,174.61323198912416,177.9935485839778","2,1,6,5,4,3,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,0,1,1,1,1,1","1213,647,840,561,291,409,111,943","-0.7555279962098815,3.5420943026188354,-4.008286309252199,46.37474619902826,20.03577846873519,-8.078513120749005,45.74258961485784,12.521113210064668","13.008958038898726,5.961161926930936,-19.736694909240423,22.914783093647795,34.29080110720859,-2.8556573024917675,3.380316594853646,22.677794418132116","0","0"
"197","86","text","0","283","2007763","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","284","2014161","0-0","","200","160","2","CORN CROP","Left","200","180","2","THISTLE WEED","experimental","129","1,2","160,154.69136066956162","2,1","CORN CROP,CORN CROP","180,177.13428086602931","2,1","THISTLE WEED,THISTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,0","646,1120","-5.308639330438375,8.046595318889445","-2.8657191339706767,18.156206418415206","0","0"
"642","86","text","0","285","2014983","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","286","2023189","0-0","","200","160","2","WHEAT CROP","Right","200","160","4","NETTLE WEED","experimental","130","1,2,3,4","160,154.56758650806023,174.00114603878484,173.41454233520722","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","160,172.94561378291317,180,208.4439026639625","2,1,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,1,1","1295,418,598,602","-5.4324134919397835,19.43355953072462,-0.5866037035776195,6.780583265375464","12.945613782913174,-0.6372513832860704,28.443902663962497,13.840534215379126","0","0"
"169","86","text","0","287","2023498","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","288","2030804","0-0","","200","120","1","WHEAT CROP","Right","200","120","2","THISTLE WEED","experimental","131","1,2","120,101.89014431766182","2,1","THISTLE WEED,THISTLE WEED","120,190","1,1","WHEAT CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,1","651,845","-18.10985568233817,39.204715510076454","12.783345616148452,10.251419378819058","0","0"
"167","86","text","0","289","2031081","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","290","2039761","0-0","","200","120","8","WHEAT CROP","Left","200","190","8","THISTLE WEED","experimental","132","1,2,3,4,5,6,7,8","120,80.02378623875869,66.07129748593687,82.04236086078366,107.2409891902088,99.97377831376716,105.5531879472579,137.96346999091696","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,177.29940570271978,166.87670005996677,179.43000868264733,169.3977480882042,202.40516789725774,210.68188854879804,229.27750604788469","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,0,0,0,0,1,0,0","638,1514,536,406,533,537,529,342","-39.97621376124131,-13.952488752821814,15.971063374846796,25.19862832942513,-7.267210876441638,5.579409633490736,32.41028204365908,-29.945019025165294","-12.70059429728022,-10.42270564275303,12.553308622680554,-10.032260594443144,33.007419809053545,8.276720651540291,18.595617499086657,41.1165847477524","0","0"
"73","86","text","0","291","2039944","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","292","2051562","0-0","","200","160","8","WHEAT CROP","Right","200","190","4","NETTLE WEED","experimental","133","1,2,3,4,5,6,7,8","190,208.9205283259247,200.00591969197563,236.84603655544709,160,162.31338306556282,208.52434812607567,241.98000175459035","4,3,2,1,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","160,218.7061437555144,202.66038490801964,249.13620190539248,272.97408250111164,307.13793324790026,342.4873988203552,409.794881028228","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,1,1,1,1,0","1559,626,470,512,1130,951,188,579","18.920528325924703,-8.914608633949072,36.84011686347144,41.88999789689002,2.3133830655628174,46.210965060512834,33.45565362851469,8.146418464214397","58.70614375551442,-16.045758847494753,46.475816997372846,23.837880595719167,34.16385074678861,35.349465572454946,67.30748220787277,-0.021072308062353273","0","0"
"144","86","text","0","293","2051826","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","294","2063419","0-0","","200","190","8","CORN CROP","Right","200","160","2","THISTLE WEED","experimental","134","1,2,3,4,5,6,7,8","160,182.04492791317742,140,177.06583289477356,197.44836655488157,157.4268592708312,227.42574566146922,202.26627892487426","2,1,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","190,180.67118676412287,159.00823714061696,175.05498836821232,231.56856850487833,231.6058922456132,240.7999131377346,241.03182414511576","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,1,1,0,1,0,0","666,704,1148,347,2063,907,779,449","22.044927913177414,21.28473255249908,37.06583289477356,20.382533660108002,-40.0215072840504,69.99888639063803,-25.159466736594965,-12.056740093158144","-9.32881323587712,-21.662949623505916,16.04675122759536,56.51358013666599,0.03732374073488733,9.194020892121383,0.23191100738116532,0.23588850858017082","0","0"
"712","86","text","0","295","2064268","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","296","2073373","0-0","","200","180","2","WHEAT CROP","Right","200","120","8","NETTLE WEED","experimental","135","1,2,3,4,5,6,7,8","120,117.31813615665219,116.82961572009654,114.15945648242814,103.61221948609793,128.36434369726908,137.75629215886073,147.78673526316726","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,178.44304338107253,140,139.98754547180081,169.63876941652057,191.24808910911563,201.22851831536883,220.68266701860398","2,1,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,1,1,1,1,1","877,436,945,378,457,327,352,417","-2.6818638433478093,-0.48852043655564614,-2.6701592376684076,-10.54723699633022,24.752124211171157,9.391948461591639,10.03044310430652,6.650029432323921","-1.5569566189274795,3.7187214799777237,-0.012454528199178583,29.651223944719774,21.609319692595054,9.980429206253202,19.45414870323516,13.437545633848522","0","0"
"248","86","text","0","297","2073711","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","298","2081867","0-0","","200","190","1","CORN CROP","Right","200","190","2","NETTLE WEED","experimental","136","1,2","190,223.54975326520758","2,1","NETTLE WEED,NETTLE WEED","190,190","1,1","CORN CROP,WHEAT CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,0","1072,1577","33.549753265207585,-37.11872013675164","45.91069209945894,-19.75745498386049","0","0"
"490","86","text","0","299","2082477","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","300","2098746","0-0","","200","160","4","CORN CROP","Left","200","190","8","THISTLE WEED","experimental","137","1,2,3,4,5,6,7,8","160,190.59431248871675,191.8658386250517,165.46810576192223,160,158.7616575445279,194.06843466355053,179.98130921249594","4,3,2,1,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,198.69528750251888,199.44824544831766,163.8203423673043,190.268328543022,179.54084442608868,168.8302643651677,175.41836662632372","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,1,0,1,0,0,1","6325,427,334,640,1170,206,523,469","30.594312488716742,1.2715261363349548,-26.397732863129477,59.8184575023051,-1.2383424554720974,35.30677711902261,-14.087125451054604,-2.5537300208686533","8.69528750251889,0.752957945798779,-35.62790308101336,26.447986175717674,-10.727484116933306,-10.710580060920979,6.588102261156017,8.848814774721276","1","0"
"520","86","text","0","301","2099396","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","302","2107676","0-0","","200","190","8","WHEAT CROP","Right","200","180","8","THISTLE WEED","experimental","138","1,2,3,4,5,6,7,8","180,176.13168081062435,195.8049396646017,221.71801332053923,223.22346929982535,227.09282501609138,210.9821527220568,195.17997753986913","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,207.56653870886205,226.53724995379395,227.397969798572,223.65879275368695,236.30578199885716,242.47989773884694,275.4955281931677","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,0,1,1,0,0,0","1144,555,575,711,189,295,172,530","-3.86831918937564,19.67325885397736,25.913073655937527,1.5054559792861113,3.8693557162660355,-16.11067229403458,-15.802175182187675,7.6389381938301675","17.566538708862062,18.97071124493188,0.8607198447780651,-3.739177044885068,12.646989245170206,6.174115739989801,33.01563045432071,11.609658152938403","0","0"
"265","86","text","0","303","2107991","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","304","2117329","0-0","","200","180","1","WHEAT CROP","Left","200","180","4","NETTLE WEED","experimental","139","1,2,3,4","180,170,184.4668359673687,209.2451166636811","1,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP","180,166.48108330050212,186.16611247892584,220.65252728774297","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,0,0,1","781,1477,422,1234","-4.573477572585904,14.466835967368686,24.7782806963124,27.85285468191306","-13.518916699497893,19.68502917842372,34.48641480881713,-5.677252219565718","0","0"
"481","86","text","0","305","2117924","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","306","2123693","0-0","","200","120","1","WHEAT CROP","Left","200","160","1","THISTLE WEED","experimental","140","1","120","1","WHEAT CROP","160","1","THISTLE WEED","20","20","10","20","0","20","20","20","10","20","0","20","0","2021","8.997686795168029","6.456467876842176","0","0"
"583","86","text","0","307","2124456","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","308","2137075","0-0","","200","120","1","CORN CROP","Right","200","160","4","THISTLE WEED","experimental","141","1,2,3,4","160,143.66099812409425,155.40727428668274,167.7753393592372","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,170,168.88066066273524,186.0715832407064","1,3,2,1","CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,1,1","3678,1089,704,493","-16.339001875905744,11.74627616258849,12.368065072554458,13.029842621224233","8.072395451282565,-1.1193393372647762,17.190922577971147,38.8199344435265","3","0"
"168","86","text","0","309","2137323","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","310","2148928","0-0","","200","120","8","CORN CROP","Right","200","120","2","NETTLE WEED","experimental","142","1,2,3,4,5,6,7,8","120,136.30192051010414,140,131.97217854698766,152.73942348701803,137.3158796161684,158.70683214208037,141.41487108499126","2,1,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,185.93094927529484,215.57652788689904,241.13276923717083,261.77131402822886,215.20489330731814,229.89298686828562,259.9054388330609","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,0,1,0,1,0,0","1022,411,2605,414,625,597,349,435","16.301920510104132,11.118870859480989,-8.02782145301235,20.767244940030366,-15.423543870849645,21.390952525911995,-17.29196105708911,-7.485282989927589","65.93094927529485,29.64557861160422,25.556241350271783,20.638544791058035,-46.566420720910706,14.688093560967463,30.012451964775273,4.919757154646077","0","0"
"396","86","text","0","311","2149434","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","312","2155518","0-0","","200","190","1","CORN CROP","Right","200","160","2","THISTLE WEED","experimental","143","1,2","160,184.19295901778753","2,1","THISTLE WEED,THISTLE WEED","190,190","1,1","CORN CROP,WHEAT CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,1","824,860","24.192959017787526,6.511611232056804","22.604080750100913,24.4756998431803","0","0"
"261","86","text","0","313","2155849","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","314","2166927","0-0","","200","160","4","WHEAT CROP","Right","200","190","2","THISTLE WEED","experimental","144","1,2,3,4","190,202.34073742410504,180,194.43109465529594","2,1,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED","160,197.6151777521467,217.56867381905352,241.38359369251702","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,1,0","1294,281,2244,2404","12.340737424105033,-2.8190170249535247,14.431094655295936,-23.039265143851555","37.6151777521467,19.953496066906805,23.814919873463495,2.5616504964458113","0","0"
"144","86","text","0","315","2167181","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","316","2174513","0-0","","200","180","2","WHEAT CROP","Right","200","180","4","THISTLE WEED","experimental","145","1,2,3,4","180,183.18353877714662,149.24575731859102,169.46481284626142","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","180,221.28764341832434,180,201.30719719314968","2,1,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,1,1","881,894,748,661","3.1835387771466195,-33.93778145855562,20.2190555276704,1.6160922683617258","41.28764341832434,-0.4859247540696294,21.307197193149676,4.343732945027787","0","0"
"383","86","text","0","317","2175026","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","318","2183885","0-0","","200","180","8","CORN CROP","Right","200","160","2","THISTLE WEED","experimental","146","1,2,3,4,5,6,7,8","160,178.90274889914397,140,132.0709901139997,148.82840346044676,133.9198690987946,95.9486617784715,122.89570768740884","2,1,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,199.30034531571314,208.27996855843963,210.70216531283472,241.35330190475747,255.3703468493183,260.6867441368906,266.9836081757001","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,0,1,0,1,0","742,224,997,590,443,343,469,495","18.90274889914397,17.770362963999283,-7.929009886000308,16.757413346447077,-14.908534361652151,-37.9712073203231,26.94704590893734,4.485439330749638","19.300345315713155,8.9796232427265,2.422196754395099,30.651136591922764,14.017044944560825,5.316397287572267,6.29686403880951,-7.223668264928871","0","0"
"190","86","text","0","319","2184185","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","320","2191209","0-0","","200","160","2","CORN CROP","Right","200","120","4","THISTLE WEED","experimental","147","1,2,3,4","120,163.25205754561335,153.49332135063793,152.58526831715199","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","160,195.29665130298187,180,210.56093293498506","2,1,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,1,1","573,419,705,713","43.252057545613354,-9.758736194975434,-0.9080530334859276,41.49265610692841","35.29665130298187,1.950188010732628,30.560932934985065,32.061893415847905","0","0"
"250","86","text","0","321","2191569","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","322","2203927","0-0","","200","180","4","CORN CROP","Right","200","180","8","THISTLE WEED","experimental","148","1,2,3,4,5,6,7,8","180,195.39683439717507,156.20572936957305,197.06123149619899,198.39944658381523,199.20641326595694,212.4130452963908,242.03122894643687","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","180,203.08299725903342,213.60803735224542,247.73261576396942,160,189.2023452138016,241.42670344600137,232.71065094405287","4,3,2,1,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,0,0,1,0,0","399,1008,620,1593,1242,607,778,199","15.39683439717507,-39.19110502760202,40.85550212662593,1.3382150876162617,0.8069666821417112,13.206632030433854,29.618183650046074,43.031474243786","23.08299725903342,10.52504009321201,34.124578411724016,-14.442636055742778,29.202345213801593,52.224358232199755,-8.716052501948486,32.594065183553084","0","0"
"478","86","text","0","323","2204557","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","324","2211265","0-0","","200","190","2","WHEAT CROP","Right","200","120","1","NETTLE WEED","experimental","149","1,2","120,190","1,1","NETTLE WEED,THISTLE WEED","190,185.67244274979484","2,1","WHEAT CROP,WHEAT CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,1","587,953","29.723578937155985,15.976834318217271","-4.327557250205171,7.649666773829528","0","0"
"442","86","text","0","325","2211837","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","326","2224675","0-0","","200","180","8","CORN CROP","Left","200","160","4","THISTLE WEED","experimental","150","1,2,3,4,5,6,7,8","180,212.41222553071162,230.885368071725,217.59162597761357,220.18964750264382,215.1908982012226,216.96442024390655,254.04338590479063","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","160,183.04726683235162,233.4270005507493,198.85970437589674,160,127.04066865402874,146.47526315073574,169.33438386565004","4,3,2,1,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,0,1,1,1,1,0,0","638,937,735,1567,1354,526,1458,686","32.412225530711616,18.47314254101336,-13.293742094111426,2.598021525030243,-4.998749301421203,1.7735220426839327,37.07896566088408,9.33032547339411","23.047266832351614,50.379733718397674,-34.56729617485256,4.542256401167197,-32.959331345971265,19.43459449670701,22.859120714914305,22.711577343144263","0","0"
"2333","86","text","0","327","2227158","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
